osm_id,latitude,longitude,all_tags
37996005,40.3817714,-86.8666665,"{""crossing:barrier"": ""no"", ""railway"": ""level_crossing""}"
37996065,40.1930469,-88.4164996,"{""railway"": ""level_crossing""}"
37996974,39.9851735,-88.25577,"{""railway"": ""level_crossing""}"
37996975,39.9852114,-88.2557706,"{""railway"": ""level_crossing""}"
37997391,39.9144698,-88.2730533,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
37998922,40.4742457,-87.029335,"{""railway"": ""level_crossing""}"
38002000,40.027916,-88.0288667,"{""railway"": ""level_crossing""}"
38003368,40.4668107,-86.9945723,"{""railway"": ""level_crossing""}"
38004350,40.2149032,-88.1995231,"{""crossing:barrier"": ""no"", ""crossing:bell"": ""no"", ""crossing:light"": ""no"", ""railway"": ""level_crossing""}"
38008000,40.3891575,-86.8952953,"{""railway"": ""level_crossing""}"
38008880,40.1707407,-88.3652254,"{""railway"": ""level_crossing""}"
38009751,40.2440933,-86.9135582,"{""railway"": ""level_crossing""}"
38009917,40.4004843,-86.9113185,"{""railway"": ""level_crossing""}"
38009965,40.3654054,-86.7327039,"{""railway"": ""level_crossing""}"
38009979,40.3530474,-86.6997214,"{""railway"": ""level_crossing""}"
38009986,40.3879558,-86.8934278,"{""crossing:barrier"": ""half"", ""railway"": ""level_crossing""}"
38010011,40.3750198,-86.8572082,"{""railway"": ""level_crossing""}"
38010012,40.1199955,-88.2321102,"{""crossing:barrier"": ""no"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38010035,40.3728696,-86.7687151,"{""crossing:barrier"": ""no"", ""railway"": ""level_crossing""}"
38010037,40.1414038,-88.295915,"{""railway"": ""level_crossing""}"
38010039,40.142128,-88.297913,"{""railway"": ""level_crossing""}"
38010049,40.3726377,-86.7594983,"{""crossing:barrier"": ""no"", ""railway"": ""level_crossing""}"
38010084,40.1646611,-88.35096,"{""railway"": ""level_crossing""}"
38010134,40.1813007,-88.3902145,"{""crossing:barrier"": ""no"", ""railway"": ""level_crossing""}"
38010221,40.189238,-88.4054108,"{""railway"": ""level_crossing""}"
38010261,40.1939192,-88.4204234,"{""railway"": ""level_crossing""}"
38010267,40.1942782,-88.4220525,"{""railway"": ""level_crossing""}"
38010283,40.4117257,-86.8964314,"{""railway"": ""level_crossing""}"
38010287,40.1985265,-88.441122,"{""railway"": ""level_crossing""}"
38010403,40.3524134,-87.0559633,"{""railway"": ""level_crossing""}"
38010408,40.3501587,-87.071653,"{""railway"": ""level_crossing""}"
38010417,40.3471863,-87.0923157,"{""railway"": ""level_crossing""}"
38010439,40.4174982,-86.8546342,"{""railway"": ""level_crossing""}"
38010448,40.4102263,-86.8544215,"{""railway"": ""level_crossing""}"
38010464,40.4067319,-86.8533127,"{""railway"": ""level_crossing""}"
38010493,40.4091365,-86.8502432,"{""railway"": ""level_crossing""}"
38010560,40.4270123,-86.9440869,"{""railway"": ""level_crossing""}"
38010585,40.4529061,-86.9640484,"{""railway"": ""level_crossing""}"
38010668,40.4808297,-87.0602274,"{""railway"": ""level_crossing""}"
38010734,40.4387697,-86.8585197,"{""railway"": ""level_crossing""}"
38010742,40.435585,-86.8567118,"{""crossing:barrier"": ""no"", ""railway"": ""level_crossing""}"
38010746,40.4321207,-86.8566755,"{""railway"": ""level_crossing""}"
38011152,40.354677,-87.0402063,"{""railway"": ""level_crossing""}"
38012093,40.127673,-88.0061545,"{""railway"": ""level_crossing""}"
38012290,40.3693143,-88.4268735,"{""railway"": ""level_crossing""}"
38012684,40.37074,-88.134175,"{""crossing:barrier"": ""full"", ""railway"": ""level_crossing""}"
38013844,40.3877802,-86.9301099,"{""railway"": ""level_crossing""}"
38015128,40.4506595,-86.9620078,"{""crossing:barrier"": ""double_half"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38015417,40.4024561,-86.9080492,"{""railway"": ""level_crossing""}"
38016407,40.0351934,-87.9530251,"{""railway"": ""level_crossing""}"
38016424,39.9552328,-88.4067604,"{""railway"": ""level_crossing""}"
38016447,39.951545,-88.425587,"{""railway"": ""level_crossing""}"
38016456,39.947838,-88.444547,"{""railway"": ""level_crossing""}"
38016680,40.0352284,-87.9530251,"{""railway"": ""level_crossing""}"
38016729,40.032935,-87.9769516,"{""railway"": ""level_crossing""}"
38016757,40.0297636,-88.0097986,"{""railway"": ""level_crossing""}"
38016778,40.026085,-88.047817,"{""railway"": ""level_crossing""}"
38016784,40.0253575,-88.0552583,"{""railway"": ""level_crossing""}"
38016812,40.023609,-88.0733136,"{""railway"": ""level_crossing""}"
38016853,40.0200988,-88.1043404,"{""railway"": ""level_crossing""}"
38016912,39.9982423,-88.1992547,"{""railway"": ""level_crossing""}"
38016921,40.002606,-88.1803488,"{""railway"": ""level_crossing""}"
38016941,39.945808,-88.454753,"{""railway"": ""level_crossing""}"
38016966,39.984511,-88.258632,"{""railway"": ""level_crossing""}"
38016983,39.980909,-88.275175,"{""railway"": ""level_crossing""}"
38017009,40.3985063,-88.4093776,"{""railway"": ""level_crossing""}"
38017105,40.3838431,-88.4179806,"{""railway"": ""level_crossing""}"
38017174,40.3513581,-88.4379388,"{""railway"": ""level_crossing""}"
38017278,40.1130229,-88.3506648,"{""railway"": ""level_crossing""}"
38017279,40.4176235,-86.854636,"{""railway"": ""level_crossing""}"
38017565,40.1129989,-88.3332964,"{""railway"": ""level_crossing""}"
38019307,40.5099902,-86.8381928,"{""railway"": ""level_crossing""}"
38021062,40.318667,-88.280607,"{""railway"": ""level_crossing""}"
38021188,40.4044318,-86.8628061,"{""crossing:barrier"": ""no"", ""railway"": ""level_crossing""}"
38021844,40.2548816,-87.9384851,"{""railway"": ""level_crossing""}"
38022371,39.969903,-88.331612,"{""railway"": ""level_crossing""}"
38023229,40.3410096,-86.9337048,"{""railway"": ""level_crossing""}"
38024444,40.4417873,-86.8635053,"{""railway"": ""level_crossing""}"
38024446,40.4418472,-86.8635478,"{""railway"": ""level_crossing""}"
38024709,40.0544846,-88.251023,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing"", ""source"": ""Bing""}"
38025172,40.1055437,-88.0171813,"{""railway"": ""level_crossing""}"
38025192,40.086059,-88.026882,"{""railway"": ""level_crossing""}"
38025202,40.054452,-88.042641,"{""railway"": ""level_crossing""}"
38025222,40.040246,-88.049716,"{""railway"": ""level_crossing""}"
38025258,40.0111949,-88.064219,"{""railway"": ""level_crossing""}"
38025268,39.996574,-88.071363,"{""railway"": ""level_crossing""}"
38025273,39.981923,-88.078642,"{""railway"": ""level_crossing""}"
38025291,39.967312,-88.085931,"{""railway"": ""level_crossing""}"
38025327,39.938273,-88.103878,"{""railway"": ""level_crossing""}"
38025347,39.924068,-88.1134266,"{""railway"": ""level_crossing""}"
38025362,39.909963,-88.122895,"{""railway"": ""level_crossing""}"
38025372,39.89471,-88.133129,"{""railway"": ""level_crossing""}"
38025402,40.2708509,-87.9294541,"{""railway"": ""level_crossing""}"
38025408,40.2696588,-87.9301204,"{""railway"": ""level_crossing""}"
38025425,40.2400951,-87.9468579,"{""railway"": ""level_crossing""}"
38025433,40.237845,-87.948077,"{""railway"": ""level_crossing""}"
38025471,40.170919,-87.983898,"{""railway"": ""level_crossing""}"
38025473,40.1566401,-87.9915391,"{""railway"": ""level_crossing""}"
38025476,40.15109,-87.994441,"{""railway"": ""level_crossing""}"
38025482,40.142314,-87.99883,"{""railway"": ""level_crossing""}"
38025741,39.981924,-88.078704,"{""railway"": ""level_crossing""}"
38025762,39.996576,-88.071421,"{""railway"": ""level_crossing""}"
38026288,40.1235441,-88.2468576,"{""crossing:barrier"": ""no"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38026292,40.123906,-88.2468563,"{""crossing:barrier"": ""no"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38027643,40.1272568,-88.2360716,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing"", ""source"": ""Bing""}"
38028909,40.122671,-88.2626601,"{""railway"": ""level_crossing""}"
38032355,40.157338,-88.333804,"{""railway"": ""level_crossing""}"
38032885,40.2843429,-86.9139624,"{""railway"": ""level_crossing""}"
38035327,40.3779771,-86.9325841,"{""railway"": ""level_crossing""}"
38035416,40.359545,-86.9322307,"{""railway"": ""level_crossing""}"
38035819,40.4206105,-86.8580535,"{""crossing:barrier"": ""half"", ""railway"": ""level_crossing""}"
38035994,40.1055447,-88.017126,"{""railway"": ""level_crossing""}"
38040205,40.3268191,-86.9251322,"{""railway"": ""level_crossing""}"
38040755,40.482506,-86.8648264,"{""crossing:barrier"": ""full"", ""railway"": ""level_crossing""}"
38042310,39.9893589,-88.2376855,"{""railway"": ""level_crossing""}"
38042312,39.9894031,-88.2376869,"{""railway"": ""level_crossing""}"
38042491,40.3189244,-88.2329922,"{""railway"": ""level_crossing""}"
38043422,40.3013516,-86.9135947,"{""crossing:barrier"": ""full"", ""railway"": ""level_crossing""}"
38044204,40.360553,-86.999198,"{""railway"": ""level_crossing""}"
38044865,40.5476514,-86.8481124,"{""railway"": ""level_crossing""}"
38045411,40.2513434,-86.914308,"{""railway"": ""level_crossing""}"
38045420,40.2587169,-86.9149358,"{""railway"": ""level_crossing""}"
38046014,39.8936672,-88.276299,"{""crossing:barrier"": ""no"", ""crossing:bell"": ""no"", ""crossing:light"": ""no"", ""railway"": ""level_crossing""}"
38046271,40.4075862,-86.9020673,"{""railway"": ""level_crossing""}"
38047249,40.3796818,-86.8761802,"{""crossing:barrier"": ""full"", ""railway"": ""level_crossing""}"
38048951,40.1201618,-88.2327493,"{""crossing:barrier"": ""no"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38052289,40.192688,-87.972139,"{""railway"": ""level_crossing""}"
38052290,40.192687,-87.972248,"{""railway"": ""level_crossing""}"
38053248,40.1098867,-88.3884477,"{""railway"": ""level_crossing""}"
38055961,40.317337,-88.174722,"{""crossing:barrier"": ""no"", ""crossing:bell"": ""no"", ""crossing:light"": ""no"", ""railway"": ""level_crossing""}"
38058986,40.0690024,-88.2487283,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38066354,40.122417,-88.241231,"{""railway"": ""level_crossing""}"
38066357,40.1230354,-88.243563,"{""crossing:barrier"": ""no"", ""crossing:bell"": ""no"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38066403,40.129494,-88.262729,"{""crossing:barrier"": ""no"", ""crossing:bell"": ""no"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38066416,40.1346632,-88.2771192,"{""crossing:barrier"": ""no"", ""crossing:bell"": ""no"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38069836,40.149301,-88.314885,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38069838,40.149267,-88.314884,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38073769,40.3559691,-88.1404202,"{""railway"": ""level_crossing""}"
38076930,40.0312582,-87.9943392,"{""railway"": ""level_crossing""}"
38078393,40.1204582,-88.2817405,"{""crossing:barrier"": ""no"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38082764,39.966457,-88.349266,"{""railway"": ""level_crossing""}"
38089598,39.9815316,-88.2625362,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38092866,40.1219509,-88.2394773,"{""crossing:barrier"": ""no"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38092870,40.122285,-88.2393388,"{""crossing:barrier"": ""no"", ""railway"": ""level_crossing""}"
38097613,40.2534139,-88.1834199,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38097897,40.3154713,-88.1589423,"{""crossing:barrier"": ""no"", ""crossing:bell"": ""no"", ""crossing:light"": ""no"", ""railway"": ""level_crossing""}"
38100434,40.1146737,-88.2023912,"{""crossing:barrier"": ""no"", ""railway"": ""level_crossing""}"
38104160,40.318823,-88.2520198,"{""railway"": ""level_crossing""}"
38104514,40.0077648,-88.1579539,"{""railway"": ""level_crossing""}"
38104975,40.1148917,-88.2074854,"{""crossing:barrier"": ""no"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38107498,40.3617494,-88.4315267,"{""railway"": ""level_crossing""}"
38109099,40.039425,-88.2534092,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38112564,40.318636,-88.28507,"{""railway"": ""level_crossing""}"
38112585,40.3187274,-88.2710129,"{""railway"": ""level_crossing""}"
38112883,40.3413459,-88.1465566,"{""crossing:barrier"": ""half"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38112938,40.3142748,-88.1579125,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38112995,40.2753959,-88.1742192,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38113048,40.2387892,-88.1895326,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38113117,40.1892627,-88.2102262,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38113146,40.171031,-88.2177727,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38113435,40.1272574,-88.235916,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing"", ""source"": ""Bing""}"
38113792,40.0102758,-88.2580136,"{""crossing:barrier"": ""half"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38113830,39.990089,-88.2611916,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38114140,40.1272571,-88.2360141,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing"", ""source"": ""Bing""}"
38114172,40.1235255,-88.2485379,"{""railway"": ""level_crossing""}"
38114185,40.1233152,-88.2501814,"{""railway"": ""level_crossing""}"
38114269,40.1210426,-88.2769042,"{""crossing:barrier"": ""no"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38114369,40.1130126,-88.294378,"{""crossing:barrier"": ""no"", ""crossing:bell"": ""no"", ""crossing:light"": ""yes"", ""description"": ""Bicyclists: be careful, especially in wet weather."", ""railway"": ""level_crossing""}"
38114396,40.112944,-88.31453,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38114411,40.1129961,-88.3318455,"{""railway"": ""level_crossing""}"
38114461,40.110998,-88.369557,"{""railway"": ""level_crossing""}"
38114515,40.109064,-88.407419,"{""railway"": ""level_crossing""}"
38114759,39.9157636,-88.2728515,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38114762,39.922612,-88.27178,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38114771,39.9371068,-88.2695081,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38114774,39.9516289,-88.267236,"{""crossing:barrier"": ""no"", ""crossing:bell"": ""no"", ""crossing:light"": ""no"", ""railway"": ""level_crossing""}"
38114797,39.9667543,-88.2648086,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38114820,39.9815401,-88.2624832,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38116993,40.199787,-87.968443,"{""railway"": ""level_crossing""}"
38117072,40.2002334,-88.2056469,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38117953,39.9552701,-88.4067626,"{""railway"": ""level_crossing""}"
38120495,39.9667509,-88.2648661,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38120567,40.3154571,-88.160516,"{""crossing:barrier"": ""no"", ""crossing:bell"": ""no"", ""crossing:light"": ""no"", ""railway"": ""level_crossing""}"
38120968,40.3868361,-88.1274864,"{""crossing:barrier"": ""half"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38121300,40.3142757,-88.1578563,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38126758,40.1782269,-87.9799874,"{""railway"": ""level_crossing""}"
38127577,39.9863378,-88.2617857,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38128413,40.1271743,-88.2562869,"{""crossing:barrier"": ""no"", ""crossing:bell"": ""no"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing"", ""source"": ""Bing""}"
38132731,40.3105886,-88.1594019,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38132734,40.3105932,-88.1594597,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38133930,40.3868237,-88.1274374,"{""crossing:barrier"": ""half"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38135878,40.123473,-88.2452217,"{""crossing:barrier"": ""no"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38136938,39.96642,-88.349265,"{""railway"": ""level_crossing""}"
38138347,40.3401396,-88.4448299,"{""railway"": ""level_crossing""}"
38141126,40.122754,-88.242501,"{""crossing:barrier"": ""no"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38141530,40.0069676,-88.1613914,"{""railway"": ""level_crossing""}"
38145539,40.225988,-87.954407,"{""railway"": ""level_crossing""}"
38145888,40.2241811,-88.1956389,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38149508,40.0156812,-88.123546,"{""railway"": ""level_crossing""}"
38150773,39.9673796,-88.3445441,"{""railway"": ""level_crossing""}"
38157720,40.1222772,-88.2662255,"{""railway"": ""level_crossing""}"
38160395,40.2680731,-88.1772829,"{""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38161821,39.9735559,-88.3129023,"{""railway"": ""level_crossing""}"
38162038,40.1207762,-88.2350463,"{""crossing:barrier"": ""no"", ""crossing:bell"": ""no"", ""crossing:light"": ""no"", ""railway"": ""level_crossing""}"
38162160,40.1128944,-88.2954455,"{""crossing:barrier"": ""no"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}"
38162752,39.945775,-88.454742,"{""railway"": ""level_crossing""}"
38165660,39.9951485,-88.2126594,"{""railway"": ""level_crossing""}"
38167784,40.1186721,-88.2271313,"{""railway"": ""level_crossing""}"
42081400,41.5333934,-84.2293388,"{""railway"": ""level_crossing""}"
42088867,41.5560465,-84.0908607,"{""railway"": ""level_crossing""}"
42088873,41.556006,-84.0908606,"{""railway"": ""level_crossing""}"
42098628,41.519071,-84.322907,"{""railway"": ""level_crossing""}"
42107533,41.5637421,-84.0511186,"{""railway"": ""level_crossing""}"
42107539,41.5648035,-84.0445972,"{""railway"": ""level_crossing""}"
42107605,41.5667238,-84.0401297,"{""railway"": ""level_crossing""}"
42108021,41.5616931,-84.0594041,"{""railway"": ""level_crossing""}"
42114396,41.5662112,-84.055609,"{""railway"": ""level_crossing""}"
42122882,41.5616514,-84.0569026,"{""railway"": ""level_crossing""}"
42122912,41.5618595,-84.0597391,"{""railway"": ""level_crossing""}"
42123932,41.562439,-84.0653737,"{""railway"": ""level_crossing""}"
42125340,41.5671276,-84.0397842,"{""railway"": ""level_crossing""}"
42127075,41.5648827,-84.0446173,"{""railway"": ""level_crossing""}"
42127123,41.5638349,-84.0511667,"{""railway"": ""level_crossing""}"
42148138,41.5117407,-84.2972109,"{""railway"": ""level_crossing""}"
42148678,41.516631,-84.296502,"{""railway"": ""level_crossing""}"
42148724,41.50911,-84.296598,"{""railway"": ""level_crossing""}"
42152323,41.5175935,-84.3256512,"{""railway"": ""level_crossing""}"
42178178,41.544303,-84.162571,"{""railway"": ""level_crossing""}"
42293855,41.5689305,-84.0418751,"{""railway"": ""level_crossing""}"
42308518,41.5165819,-84.2963973,"{""railway"": ""level_crossing""}"
42351625,41.546992,-84.1461074,"{""railway"": ""level_crossing""}"
42353285,41.56154,-84.056906,"{""railway"": ""level_crossing""}"
42368342,41.5478425,-84.1411227,"{""railway"": ""level_crossing""}"
42371843,41.664221,-84.0065679,"{""railway"": ""level_crossing""}"
42374433,41.5112093,-84.2966185,"{""railway"": ""level_crossing""}"
42383613,41.5204513,-84.3087354,"{""railway"": ""level_crossing""}"
42393434,41.5148964,-84.342049,"{""railway"": ""level_crossing""}"
42400661,41.51428,-84.296498,"{""railway"": ""level_crossing""}"
42404791,41.5674674,-84.0205472,"{""railway"": ""level_crossing""}"
42404844,41.558389,-84.0762709,"{""crossing:barrier"": ""half"", ""railway"": ""level_crossing""}"
42404862,41.55207,-84.114908,"{""crossing:barrier"": ""half"", ""railway"": ""level_crossing""}"
42404873,41.5478042,-84.1411116,"{""railway"": ""level_crossing""}"
42404878,41.545805,-84.1533862,"{""railway"": ""level_crossing""}"
42404912,41.5395187,-84.19192,"{""railway"": ""level_crossing""}"
42404926,41.536352,-84.211283,"{""railway"": ""level_crossing""}"
42404945,41.5302585,-84.2484742,"{""railway"": ""level_crossing""}"
42404948,41.5286844,-84.2580782,"{""railway"": ""level_crossing""}"
42404951,41.5271092,-84.2677432,"{""railway"": ""level_crossing""}"
42405011,41.5207712,-84.3063228,"{""railway"": ""level_crossing""}"
42405021,41.5203754,-84.3087361,"{""railway"": ""level_crossing""}"
42408800,41.6983208,-84.3604039,"{""railway"": ""level_crossing""}"
42408817,41.6952631,-84.3667135,"{""railway"": ""level_crossing""}"
